Date,PM10 ( µg/m3 ),CO ( µg/m3 ),NO2 ( µg/m3 ),NOX ( µg/m3 )
2015-12-25 00:00:56,0.0,407.36,101.83,194.91
2015-12-25 01:00:56,0.0,1296.36,170.81,621.41
2015-12-25 02:00:56,0.0,548.17,132.48,362.83
2015-12-25 03:00:56,0.0,591.5,111.15,288.86
2015-12-25 04:00:56,0.0,566.68,105.48,269.24
2015-12-25 05:00:56,0.0,493.74,103.52,223.63
2015-12-25 06:00:56,0.0,437.55,95.95,207.84
2015-12-25 07:00:56,0.0,350.97,86.82,174.67
2015-12-25 08:00:56,0.0,327.85,95.82,218.75
2015-12-25 09:00:56,0.0,405.34,97.84,207.77
2015-12-25 10:00:56,0.0,349.37,83.36,181.79
2015-12-25 11:00:56,0.0,195.44,78.61,165.93
2015-12-25 12:00:56,0.0,48.76,81.85,157.15
2015-12-25 13:00:56,0.0,0.0,66.46,115.78
2015-12-25 14:00:56,0.0,137.36,72.73,118.7
2015-12-25 15:00:56,0.0,760.49,83.75,156.19
2015-12-25 16:00:56,0.0,871.94,105.9,227.86
2015-12-25 17:00:56,0.0,831.07,95.59,164.06
2015-12-25 18:00:56,0.0,781.95,69.61,95.74
2015-12-25 19:00:56,0.0,879.44,47.3,53.58
2015-12-25 20:00:56,0.0,466.88,33.69,40.85
2015-12-25 21:00:56,0.0,239.17,29.83,30.49
2015-12-25 22:00:56,0.0,231.97,27.68,32.27
2015-12-25 23:00:56,0.0,254.31,21.66,23.93
2015-12-26 00:00:56,0.0,251.84,19.42,21.29
2015-12-26 01:00:56,0.0,252.53,29.04,36.72
2015-12-26 02:00:56,0.0,208.03,37.79,38.05
2015-12-26 03:00:56,0.0,210.56,23.65,22.27
2015-12-26 04:00:56,0.0,216.99,15.55,14.75
2015-12-26 05:00:56,0.0,208.51,24.27,25.83
2015-12-26 06:00:56,0.0,227.83,17.99,16.81
2015-12-26 07:00:56,0.0,229.18,17.12,18.74
2015-12-26 08:00:56,0.0,209.4,21.1,21.84
2015-12-26 09:00:56,0.0,224.61,31.58,37.99
2015-12-26 10:00:56,0.0,204.41,30.01,31.69
2015-12-26 11:00:56,0.0,154.84,33.9,37.11
2015-12-26 12:00:56,0.0,149.98,64.04,130.78
2015-12-26 13:00:56,0.0,61.59,71.28,115.06
2015-12-26 14:00:56,0.0,126.04,47.4,73.51
2015-12-26 15:00:56,0.0,219.5,39.7,46.84
2015-12-26 16:00:56,0.0,119.45,26.31,28.18
2015-12-26 17:00:56,0.0,336.82,33.01,34.01
2015-12-26 18:00:56,0.0,435.77,37.53,40.63
2015-12-26 19:00:56,0.0,464.3,27.88,29.14
2015-12-26 20:00:56,0.0,343.27,22.65,22.72
2015-12-26 21:00:56,0.0,261.42,18.57,17.61
2015-12-26 22:00:56,0.0,196.77,9.07,9.33
2015-12-26 23:00:56,0.0,179.25,13.33,12.91
2015-12-27 00:00:56,0.0,188.37,15.12,13.95
2015-12-27 01:00:56,0.0,191.8,19.78,18.71
2015-12-27 02:00:56,0.0,292.41,51.99,54.89
2015-12-27 03:00:56,0.0,277.44,35.14,34.63
2015-12-27 04:00:56,0.0,229.37,21.47,20.67
2015-12-27 05:00:56,0.0,226.1,21.36,20.22
2015-12-27 06:00:56,0.0,148.95,15.76,14.99
2015-12-27 07:00:56,0.0,159.67,14.95,13.52
2015-12-27 08:00:56,0.0,317.08,36.15,50.46
2015-12-27 09:00:56,0.0,573.62,90.62,217.12
2015-12-27 10:00:56,0.0,574.04,103.33,292.2
2015-12-27 11:00:56,0.0,281.99,56.44,87.27
2015-12-27 12:00:56,0.0,124.06,51.4,69.03
2015-12-27 13:00:56,0.0,71.93,68.19,106.4
2015-12-27 14:00:56,0.0,327.29,82.86,130.35
2015-12-27 15:00:56,0.0,416.56,79.57,113.01
2015-12-27 16:00:56,0.0,568.57,99.91,196.57
2015-12-27 17:00:56,0.0,515.83,105.14,167.83
2015-12-27 18:00:56,0.0,587.87,98.73,133.68
2015-12-27 19:00:56,0.0,737.27,97.67,137.78
2015-12-27 20:00:56,0.0,436.92,73.13,82.83
2015-12-27 21:00:56,0.0,339.01,67.33,68.71
2015-12-27 22:00:56,0.0,377.14,72.58,76.33
2015-12-27 23:00:56,0.0,327.27,55.12,53.82
2015-12-28 00:00:56,0.0,247.3,37.01,34.94
2015-12-28 01:00:56,0.0,175.87,32.75,32.09
2015-12-28 02:00:56,0.0,191.17,34.22,32.39
2015-12-28 03:00:56,0.0,176.16,30.47,29.28
2015-12-28 04:00:56,0.0,128.11,20.41,19.09
2015-12-28 05:00:56,0.0,122.11,22.38,21.61
2015-12-28 06:00:56,0.0,141.99,22.45,21.22
2015-12-28 07:00:56,0.0,153.83,22.34,20.99
2015-12-28 08:00:56,0.0,327.53,61.55,81.69
2015-12-28 09:00:56,0.0,701.78,140.64,397.44
2015-12-28 10:00:56,0.0,730.62,126.0,336.64
2015-12-28 11:00:56,0.0,225.07,81.68,170.22
2015-12-28 12:00:56,0.0,188.01,101.46,203.61
2015-12-28 13:00:56,0.0,445.78,147.51,379.43
2015-12-28 14:00:56,0.0,247.75,94.72,173.83
2015-12-28 15:00:56,0.0,419.59,97.41,162.35
2015-12-28 16:00:56,0.0,338.16,97.32,167.36
2015-12-28 17:00:56,0.0,411.25,125.11,267.87
2015-12-28 18:00:56,0.0,543.76,123.74,287.3
2015-12-28 19:00:56,0.0,801.06,109.96,194.53
2015-12-28 20:00:56,0.0,388.34,97.44,184.59
2015-12-28 21:00:56,0.0,316.47,88.02,114.29
2015-12-28 22:00:56,0.0,258.35,109.52,251.15
2015-12-28 23:00:56,0.0,201.71,121.6,311.61
2015-12-29 00:00:56,0.0,235.49,120.27,292.86
2015-12-29 01:00:56,0.0,245.21,93.03,152.55
2015-12-29 02:00:56,0.0,183.43,104.91,219.67
2015-12-29 03:00:56,0.0,289.52,118.73,348.95
2015-12-29 04:00:56,0.0,265.99,86.64,165.43
2015-12-29 05:00:56,0.0,269.86,73.97,96.73
2015-12-29 06:00:56,0.0,265.53,67.95,72.38
2015-12-29 07:00:56,0.0,530.21,73.04,95.37
2015-12-29 08:00:56,0.0,360.92,75.84,112.93
2015-12-29 09:00:56,0.0,378.62,77.74,152.1
2015-12-29 10:00:56,0.0,361.06,75.41,153.77
2015-12-29 11:00:56,0.0,215.97,67.21,118.88
2015-12-29 12:00:56,0.0,95.73,75.21,132.52
2015-12-29 13:00:56,0.0,204.01,80.96,143.31
2015-12-29 14:00:56,0.0,297.06,71.87,141.71
2015-12-29 15:00:56,0.0,271.71,85.87,182.73
2015-12-29 16:00:56,0.0,345.26,87.91,203.14
2015-12-29 17:00:56,0.0,92.0,29.46,39.14
2015-12-29 18:00:56,0.0,24.01,23.49,28.85
2015-12-29 19:00:56,0.0,21.84,18.27,22.56
2015-12-29 20:00:56,0.0,124.3,12.41,13.91
2015-12-29 21:00:56,0.0,440.17,11.87,14.58
2015-12-29 22:00:56,0.0,470.84,9.77,10.07
2015-12-29 23:00:56,0.0,308.4,9.51,11.42
2015-12-30 00:00:56,0.0,290.64,7.77,7.97
2015-12-30 01:00:56,0.0,261.11,7.64,8.07
2015-12-30 02:00:56,0.0,182.35,8.31,8.47
2015-12-30 03:00:56,0.0,144.6,6.44,6.74
2015-12-30 04:00:56,0.0,167.26,7.54,7.99
2015-12-30 05:00:56,0.0,109.11,7.14,6.81
2015-12-30 06:00:56,0.0,89.84,6.23,6.31
2015-12-30 07:00:56,0.0,99.1,6.4,5.61
2015-12-30 08:00:56,0.0,83.5,8.33,9.58
2015-12-30 09:00:56,0.0,309.11,17.25,21.9
2015-12-30 10:00:56,0.0,297.24,19.84,24.27
2015-12-30 11:00:56,0.0,286.83,15.45,19.82
2015-12-30 12:00:56,0.0,204.47,15.01,19.79
2015-12-30 13:00:56,0.0,63.98,13.06,16.38
2015-12-30 14:00:56,0.0,151.4,10.98,13.77
2015-12-30 15:00:56,0.0,104.44,13.25,17.56
2015-12-30 16:00:56,0.0,10.01,13.18,16.83
2015-12-30 17:00:56,0.0,3.07,13.5,16.57
2015-12-30 18:00:56,0.0,62.52,12.86,16.04
2015-12-30 19:00:56,0.0,0.0,23.1,35.21
2015-12-30 20:00:56,0.0,139.85,16.02,20.42
2015-12-30 21:00:56,0.0,70.78,16.74,27.36
2015-12-30 22:00:56,0.0,21.98,10.81,12.7
2015-12-30 23:00:56,0.0,0.0,7.39,8.73
2015-12-31 00:00:56,0.0,0.0,7.04,7.82
2015-12-31 01:00:56,0.0,10.21,9.02,9.49
2015-12-31 02:00:56,0.0,135.03,13.35,15.03
2015-12-31 03:00:56,0.0,170.6,13.81,20.73
2015-12-31 04:00:56,0.0,118.17,10.78,12.49
2015-12-31 05:00:56,0.0,73.91,8.35,9.02
2015-12-31 06:00:56,0.0,31.07,8.66,9.11
2015-12-31 07:00:56,0.0,42.41,8.62,9.94
2015-12-31 08:00:56,0.0,97.01,12.39,15.91
2015-12-31 09:00:56,0.0,167.42,18.0,25.44
2015-12-31 10:00:56,0.0,117.06,13.32,18.39
2015-12-31 11:00:56,0.0,351.51,12.33,17.29
2015-12-31 12:00:56,0.0,238.71,11.67,16.59
2015-12-31 13:00:56,0.0,241.51,10.38,14.09
2015-12-31 14:00:56,0.0,206.28,11.4,15.9
2015-12-31 15:00:56,0.0,373.47,10.26,13.84
2015-12-31 16:00:56,0.0,364.61,13.82,17.58
2015-12-31 17:00:56,0.0,376.98,15.61,18.61
2015-12-31 18:00:56,0.0,198.18,23.57,40.53
2015-12-31 19:00:56,0.0,268.75,15.96,21.59
2015-12-31 20:00:56,0.0,135.53,5.49,6.81
2015-12-31 21:00:56,0.0,220.56,20.6,29.43
2015-12-31 22:00:56,0.0,331.03,18.19,19.19
2015-12-31 23:00:56,0.0,349.32,8.76,9.36
2016-01-01 00:00:56,0.0,404.24,11.28,11.58
2016-01-01 01:00:56,0.0,338.94,9.37,9.37
2016-01-01 02:00:56,0.0,246.68,10.0,12.49
2016-01-01 03:00:56,0.0,246.84,8.12,9.63
2016-01-01 04:00:56,0.0,351.13,27.73,37.0
2016-01-01 05:00:56,0.0,379.53,18.57,23.1
2016-01-01 06:00:56,0.0,333.86,11.23,10.9
2016-01-01 07:00:56,0.0,266.27,23.28,26.94
2016-01-01 08:00:56,0.0,226.19,8.35,8.8
2016-01-01 09:00:56,0.0,157.16,9.68,10.89
2016-01-01 10:00:56,0.0,138.21,10.47,12.9
2016-01-01 11:00:56,0.0,0.89,12.03,16.15
2016-01-01 12:00:56,0.0,3.89,11.53,15.32
2016-01-01 13:00:56,0.0,86.43,7.25,10.38
2016-01-01 14:00:56,0.0,154.75,10.36,13.48
2016-01-01 15:00:56,0.0,234.72,9.98,13.09
2016-01-01 16:00:56,0.0,315.69,12.79,16.22
2016-01-01 17:00:56,0.0,230.14,14.1,14.37
2016-01-01 18:00:56,0.0,251.45,16.02,14.73
2016-01-01 19:00:56,0.0,196.07,30.69,29.09
2016-01-01 20:00:56,0.0,225.61,42.08,39.58
2016-01-01 21:00:56,0.0,2.16,44.73,42.26
2016-01-01 22:00:56,0.0,0.0,44.62,42.68
2016-01-01 23:00:56,0.0,0.0,28.26,26.58
2016-01-02 00:00:56,0.0,0.0,62.27,73.59
2016-01-02 01:00:56,0.0,0.0,33.62,32.13
2016-01-02 02:00:56,0.0,312.98,33.92,32.03
2016-01-02 03:00:56,0.0,323.02,28.0,26.41
2016-01-02 04:00:56,0.0,334.18,22.08,20.3
2016-01-02 05:00:56,0.0,318.84,39.39,37.49
2016-01-02 06:00:56,0.0,247.9,27.48,25.92
2016-01-02 07:00:56,0.0,237.95,30.4,29.11
2016-01-02 08:00:56,0.0,225.81,29.13,28.64
2016-01-02 09:00:56,0.0,247.25,38.9,43.59
2016-01-02 10:00:56,0.0,195.08,33.4,42.28
2016-01-02 11:00:56,0.0,425.8,30.93,41.54
2016-01-02 12:00:56,0.0,448.03,31.89,43.23
2016-01-02 13:00:56,0.0,495.83,33.58,45.24
2016-01-02 14:00:56,0.0,406.45,35.5,47.47
2016-01-02 15:00:56,0.0,285.78,30.32,36.25
2016-01-02 16:00:56,0.0,306.87,15.16,17.38
2016-01-02 17:00:56,0.0,336.05,12.08,13.7
2016-01-02 18:00:56,0.0,337.92,12.05,12.31
2016-01-02 19:00:56,0.0,220.33,13.82,13.74
2016-01-02 20:00:56,0.0,162.46,7.22,6.86
2016-01-02 21:00:56,0.0,188.94,9.53,8.6
2016-01-02 22:00:56,0.0,196.37,10.26,10.23
2016-01-02 23:00:56,0.0,184.27,8.99,9.61
2016-01-03 00:00:56,0.0,173.33,13.28,13.94
2016-01-03 01:00:56,0.0,162.64,7.76,7.35
2016-01-03 02:00:56,0.0,144.06,5.39,4.93
2016-01-03 03:00:56,0.0,161.07,6.36,5.86
2016-01-03 04:00:56,0.0,136.24,6.94,6.52
2016-01-03 05:00:56,0.0,115.88,5.09,4.81
2016-01-03 06:00:56,0.0,107.44,8.34,7.94
2016-01-03 07:00:56,0.0,108.14,6.11,6.18
2016-01-03 08:00:56,0.0,141.5,6.17,5.72
2016-01-03 09:00:56,0.0,204.87,10.11,9.62
2016-01-03 10:00:56,0.0,214.24,9.66,10.16
2016-01-03 11:00:56,0.0,346.69,7.99,8.73
2016-01-03 12:00:56,0.0,158.49,10.7,12.43
2016-01-03 13:00:56,0.0,321.01,13.16,14.7
2016-01-03 14:00:56,0.0,243.03,9.15,8.83
2016-01-03 15:00:56,0.0,158.38,10.27,11.1
2016-01-03 16:00:56,0.0,30.4,8.27,8.22
2016-01-03 17:00:56,0.0,0.01,11.13,11.04
2016-01-03 18:00:56,0.0,164.07,13.04,12.66
2016-01-03 19:00:56,0.0,203.94,12.97,12.11
2016-01-03 20:00:56,0.0,129.57,9.58,9.09
2016-01-03 21:00:56,0.0,172.69,9.54,9.17
2016-01-03 22:00:56,0.0,172.64,10.32,9.92
2016-01-03 23:00:56,0.0,131.58,11.87,11.71
2016-01-04 00:00:56,0.0,192.16,12.52,12.98
2016-01-04 01:00:56,0.0,297.24,11.62,11.06
2016-01-04 02:00:56,0.0,204.4,12.69,11.72
2016-01-04 03:00:56,0.0,15.07,16.12,16.02
2016-01-04 04:00:56,0.0,71.46,42.01,46.38
2016-01-04 05:00:56,0.0,116.56,28.58,26.73
2016-01-04 06:00:56,0.0,391.31,75.72,117.39
2016-01-04 07:00:56,0.0,159.61,37.81,38.75
2016-01-04 08:00:56,0.0,189.58,35.63,35.54
2016-01-04 09:00:56,0.0,244.84,44.61,51.75
2016-01-04 10:00:56,0.0,332.74,49.08,58.96
2016-01-04 11:00:56,0.0,236.98,47.48,65.23
2016-01-04 12:00:56,0.0,153.69,55.16,75.81
2016-01-04 13:00:56,0.0,144.4,60.05,82.16
2016-01-04 14:00:56,0.0,342.11,63.49,98.85
2016-01-04 15:00:56,0.0,486.85,75.62,128.37
2016-01-04 16:00:56,0.0,512.77,90.47,158.44
2016-01-04 17:00:56,0.0,518.12,81.97,140.68
2016-01-04 18:00:56,0.0,532.39,81.1,114.2
2016-01-04 19:00:56,0.0,631.93,86.18,126.09
2016-01-04 20:00:56,0.0,347.87,72.07,90.3
2016-01-04 21:00:56,0.0,353.3,78.08,109.98
2016-01-04 22:00:56,0.0,533.01,83.89,146.56
2016-01-04 23:00:56,0.0,937.45,100.01,245.63
2016-01-05 00:00:56,0.0,810.82,99.36,221.56
2016-01-05 01:00:56,0.0,531.81,98.39,186.16
2016-01-05 02:00:56,0.0,405.94,94.81,203.85
2016-01-05 03:00:56,0.0,272.55,83.71,124.01
2016-01-05 04:00:56,0.0,444.23,91.13,152.27
2016-01-05 05:00:56,0.0,105.7,60.37,72.22
2016-01-05 06:00:56,0.0,29.67,42.35,45.92
2016-01-05 07:00:56,0.0,1472.06,114.09,321.16
2016-01-05 08:00:56,0.0,630.26,88.01,167.15
2016-01-05 09:00:56,0.0,366.8,56.26,65.04
2016-01-05 10:00:56,0.0,279.01,56.75,59.51
2016-01-05 11:00:56,0.0,457.29,83.15,150.15
2016-01-05 12:00:56,0.0,332.37,77.95,121.4
2016-01-05 13:00:56,0.0,345.26,60.69,76.58
2016-01-05 14:00:56,0.0,408.81,80.54,108.73
2016-01-05 15:00:56,0.0,338.01,50.66,76.78
2016-01-05 16:00:56,0.0,335.9,52.67,75.13
2016-01-05 17:00:56,0.0,352.92,46.19,53.78
2016-01-05 18:00:56,0.0,400.08,47.8,56.74
2016-01-05 19:00:56,0.0,397.37,38.1,39.96
2016-01-05 20:00:56,0.0,360.42,43.35,51.11
2016-01-05 21:00:56,0.0,401.73,50.43,51.69
2016-01-05 22:00:56,0.0,364.19,42.32,44.64
2016-01-05 23:00:56,0.0,289.93,41.25,43.3
2016-01-06 00:00:56,0.0,253.29,34.86,33.65
2016-01-06 01:00:56,0.0,225.81,33.15,31.93
2016-01-06 02:00:56,0.0,203.93,31.01,31.34
2016-01-06 03:00:56,0.0,265.09,20.61,20.66
2016-01-06 04:00:56,0.0,240.66,15.53,15.08
2016-01-06 05:00:56,0.0,245.17,16.26,16.93
2016-01-06 06:00:56,0.0,244.97,14.52,14.75
2016-01-06 07:00:56,0.0,248.44,14.99,14.47
2016-01-06 08:00:56,0.0,257.56,26.21,29.71
2016-01-06 09:00:56,0.0,304.55,46.94,53.83
2016-01-06 10:00:56,0.0,289.53,67.66,84.29
2016-01-06 11:00:56,0.0,229.12,71.97,118.5
2016-01-06 12:00:56,0.0,212.9,66.71,104.92
2016-01-06 13:00:56,0.0,30.26,48.86,61.19
2016-01-06 14:00:56,0.0,232.34,52.84,65.63
2016-01-06 15:00:56,0.0,387.86,73.63,114.09
2016-01-06 16:00:56,0.0,268.32,71.65,99.48
2016-01-06 17:00:56,0.0,254.27,80.94,122.76
2016-01-06 18:00:56,0.0,263.54,68.06,81.87
2016-01-06 19:00:56,0.0,275.96,52.48,54.27
2016-01-06 20:00:56,0.0,184.5,50.87,50.79
2016-01-06 21:00:56,0.0,1220.49,86.29,219.17
2016-01-06 22:00:56,0.0,251.11,56.34,67.82
2016-01-06 23:00:56,0.0,168.74,30.23,28.71
2016-01-07 00:00:56,0.0,157.17,32.15,30.2
2016-01-07 01:00:56,0.0,90.81,30.52,30.44
2016-01-07 02:00:56,0.0,76.56,17.55,16.84
2016-01-07 03:00:56,0.0,400.5,40.4,47.03
2016-01-07 04:00:56,0.0,252.96,42.39,48.68
2016-01-07 05:00:56,0.0,418.25,19.98,19.95
2016-01-07 06:00:56,0.0,509.24,66.07,78.85
2016-01-07 07:00:56,0.0,375.83,45.91,50.86
2016-01-07 08:00:56,0.0,277.01,54.62,63.35
2016-01-07 09:00:56,0.0,427.66,40.52,46.85
2016-01-07 10:00:56,0.0,26.99,23.94,24.81
2016-01-07 11:00:56,0.0,0.0,14.06,15.46
2016-01-07 12:00:56,0.0,0.0,12.68,14.1
2016-01-07 13:00:56,0.0,0.0,14.88,15.67
2016-01-07 14:00:56,0.0,154.06,29.19,39.13
2016-01-07 15:00:56,0.0,318.23,32.5,49.23
2016-01-07 16:00:56,0.0,423.56,39.15,58.16
2016-01-07 17:00:56,0.0,439.21,57.8,84.81
2016-01-07 18:00:56,0.0,434.75,66.59,90.51
2016-01-07 19:00:56,0.0,607.54,29.9,44.92
2016-01-07 20:00:56,0.0,410.23,15.6,23.84
2016-01-07 21:00:56,0.0,26.71,11.77,18.52
2016-01-07 22:00:56,0.0,85.22,20.35,30.7
2016-01-07 23:00:56,0.0,25.66,19.67,26.92
2016-01-08 00:00:56,0.0,212.61,26.85,46.79
2016-01-08 01:00:56,0.0,188.56,14.52,17.27
2016-01-08 02:00:56,0.0,221.19,12.34,14.16
2016-01-08 03:00:56,0.0,286.71,13.08,13.69
2016-01-08 04:00:56,0.0,312.64,7.03,6.65
2016-01-08 05:00:56,0.0,364.28,15.01,19.34
2016-01-08 06:00:56,0.0,335.81,22.95,36.97
2016-01-08 07:00:56,0.0,303.42,38.79,57.68
2016-01-08 08:00:56,0.0,313.26,40.51,46.48
2016-01-08 09:00:56,0.0,563.13,60.62,84.01
2016-01-08 10:00:56,0.0,341.39,68.96,123.37
2016-01-08 11:00:56,0.0,490.28,71.02,129.28
2016-01-08 12:00:56,0.0,329.57,68.08,117.61
2016-01-08 13:00:56,0.0,258.05,41.92,62.97
2016-01-08 14:00:56,0.0,229.44,34.42,50.5
2016-01-08 15:00:56,0.0,243.5,47.5,71.24
2016-01-08 16:00:56,0.0,281.54,47.89,71.7
2016-01-08 17:00:56,0.0,296.33,57.38,90.33
2016-01-08 18:00:56,0.0,482.53,84.93,152.9
2016-01-08 19:00:56,0.0,594.67,104.17,184.1
2016-01-08 20:00:56,0.0,563.03,104.62,164.38
2016-01-08 21:00:56,0.0,643.53,74.04,96.88
2016-01-08 22:00:56,0.0,250.27,75.38,109.71
2016-01-08 23:00:56,0.0,285.74,66.18,77.21
2016-01-09 00:00:56,0.0,337.16,82.66,97.63
2016-01-09 01:00:56,0.0,532.67,98.46,143.14
2016-01-09 02:00:56,0.0,507.03,68.54,76.19
2016-01-09 03:00:56,0.0,405.67,61.08,60.83
2016-01-09 04:00:56,0.0,171.46,37.25,35.0
2016-01-09 05:00:56,0.0,220.69,34.6,32.84
2016-01-09 06:00:56,0.0,187.02,49.3,48.4
2016-01-09 07:00:56,0.0,148.53,35.87,34.67
2016-01-09 08:00:56,0.0,215.58,40.51,39.09
2016-01-09 09:00:56,0.0,342.59,58.13,63.95
2016-01-09 10:00:56,0.0,335.77,45.67,53.27
2016-01-09 11:00:56,0.0,207.4,40.82,51.33
2016-01-09 12:00:56,0.0,172.22,46.18,61.41
2016-01-09 13:00:56,0.0,98.45,40.41,54.28
2016-01-09 14:00:56,0.0,220.47,58.67,79.92
2016-01-09 15:00:56,0.0,269.57,47.37,66.83
2016-01-09 16:00:56,0.0,149.91,42.94,59.56
2016-01-09 17:00:56,0.0,254.54,49.59,61.72
2016-01-09 18:00:56,0.0,583.32,79.46,84.62
2016-01-09 19:00:56,0.0,291.91,81.31,89.08
2016-01-09 20:00:56,0.0,213.01,38.8,35.98
2016-01-09 21:00:56,0.0,192.51,27.09,25.38
2016-01-09 22:00:56,0.0,174.86,39.62,37.72
2016-01-09 23:00:56,0.0,758.05,96.95,169.19
2016-01-10 00:00:56,0.0,237.9,83.04,102.27
2016-01-10 01:00:56,0.0,167.18,43.01,40.63
2016-01-10 02:00:56,0.0,219.55,58.47,56.76
2016-01-10 03:00:56,0.0,257.13,65.41,64.67
2016-01-10 04:00:56,0.0,192.71,36.07,34.16
2016-01-10 05:00:56,0.0,169.77,17.4,16.29
2016-01-10 06:00:56,0.0,181.34,19.64,18.75
2016-01-10 07:00:56,0.0,106.51,15.26,14.55
2016-01-10 08:00:56,0.0,161.12,24.46,22.73
2016-01-10 09:00:56,0.0,187.22,25.5,26.33
2016-01-10 10:00:56,0.0,187.97,26.45,28.95
2016-01-10 11:00:56,0.0,235.27,20.12,22.9
2016-01-10 12:00:56,0.0,128.3,22.22,24.7
2016-01-10 13:00:56,0.0,5.48,19.22,20.8
2016-01-10 14:00:56,0.0,77.06,21.75,23.4
2016-01-10 15:00:56,0.0,189.76,34.38,34.65
2016-01-10 16:00:56,0.0,373.07,68.45,93.71
2016-01-10 17:00:56,0.0,417.83,92.46,117.49
2016-01-10 18:00:56,0.0,444.52,100.91,148.74
2016-01-10 19:00:56,0.0,518.96,89.6,132.32
2016-01-10 20:00:56,0.0,205.99,42.58,43.51
2016-01-10 21:00:56,0.0,92.49,25.31,24.62
2016-01-10 22:00:56,0.0,165.27,33.97,33.22
2016-01-10 23:00:56,0.0,297.52,95.65,173.8
2016-01-11 00:00:56,0.0,340.51,103.77,200.43
2016-01-11 01:00:56,0.0,345.12,95.93,154.19
2016-01-11 02:00:56,0.0,303.41,62.79,78.27
2016-01-11 03:00:56,0.0,228.56,45.93,44.69
2016-01-11 04:00:56,0.0,222.18,51.18,50.12
2016-01-11 05:00:56,0.0,231.44,25.86,26.76
2016-01-11 06:00:56,0.0,308.78,25.68,25.42
2016-01-11 07:00:56,0.0,241.02,17.44,18.03
2016-01-11 08:00:56,0.0,153.47,19.38,22.66
2016-01-11 09:00:56,0.0,154.52,34.22,43.96
2016-01-11 10:00:56,0.0,135.79,36.95,52.48
2016-01-11 11:00:56,0.0,11.95,45.84,78.48
2016-01-11 12:00:56,0.0,4.16,37.93,62.45
2016-01-11 13:00:56,0.0,0.0,37.37,54.53
2016-01-11 14:00:56,0.0,68.2,42.02,63.71
2016-01-11 15:00:56,0.0,115.92,43.76,71.42
2016-01-11 16:00:56,0.0,160.31,54.45,84.75
2016-01-11 17:00:56,0.0,238.58,81.15,106.6
2016-01-11 18:00:56,0.0,959.04,92.19,116.5
2016-01-11 19:00:56,0.0,642.86,93.18,155.68
2016-01-11 20:00:56,0.0,442.74,74.11,87.01
2016-01-11 21:00:56,0.0,1146.0,66.46,70.34
2016-01-11 22:00:56,0.0,550.33,71.52,78.44
2016-01-11 23:00:56,0.0,248.35,39.55,37.42
2016-01-12 00:00:56,0.0,499.85,81.97,100.39
2016-01-12 01:00:56,0.0,185.12,29.39,28.06
2016-01-12 02:00:56,0.0,99.63,21.15,19.8
2016-01-12 03:00:56,0.0,121.63,20.96,19.13
2016-01-12 04:00:56,0.0,131.92,31.52,28.69
2016-01-12 05:00:56,0.0,170.7,66.79,79.95
2016-01-12 06:00:56,0.0,169.27,46.61,45.92
2016-01-12 07:00:56,0.0,195.87,78.85,93.87
2016-01-12 08:00:56,0.0,149.28,64.63,71.76
2016-01-12 09:00:56,0.0,229.02,55.36,63.04
2016-01-12 10:00:56,0.0,203.97,42.93,53.61
2016-01-12 11:00:56,0.0,60.11,46.25,62.68
2016-01-12 12:00:56,0.0,0.0,32.8,47.39
2016-01-12 13:00:56,0.0,0.0,25.32,35.43
2016-01-12 14:00:56,0.0,62.35,25.34,36.56
2016-01-12 15:00:56,0.0,87.5,41.52,61.83
2016-01-12 16:00:56,0.0,191.06,57.15,80.96
2016-01-12 17:00:56,0.0,225.26,55.51,73.41
2016-01-12 18:00:56,0.0,138.64,40.89,56.29
2016-01-12 19:00:56,0.0,161.92,42.94,61.5
2016-01-12 20:00:56,0.0,129.66,31.99,40.08
2016-01-12 21:00:56,0.0,108.57,25.06,33.71
2016-01-12 22:00:56,0.0,121.16,18.96,22.17
2016-01-12 23:00:56,0.0,155.59,14.79,18.1
2016-01-13 00:00:56,0.0,195.5,12.19,13.1
2016-01-13 01:00:56,0.0,471.97,6.25,6.92
2016-01-13 02:00:56,0.0,284.87,3.61,3.48
2016-01-13 03:00:56,0.0,218.79,4.78,4.23
2016-01-13 04:00:56,0.0,311.59,63.08,85.85
2016-01-13 05:00:56,0.0,217.94,53.79,54.69
2016-01-13 06:00:56,0.0,218.14,38.96,37.83
2016-01-13 07:00:56,0.0,169.65,16.49,15.66
2016-01-13 08:00:56,0.0,143.57,17.16,16.56
2016-01-13 09:00:56,0.0,121.66,32.98,32.12
2016-01-13 10:00:56,0.0,19.36,24.23,24.69
2016-01-13 11:00:56,0.0,0.0,38.26,43.27
2016-01-13 12:00:56,0.0,11.43,33.61,38.71
2016-01-13 13:00:56,0.0,0.0,22.86,25.52
2016-01-13 14:00:56,0.0,95.4,26.71,28.67
2016-01-13 15:00:56,0.0,147.67,31.85,33.52
2016-01-13 16:00:56,0.0,185.53,44.3,47.74
2016-01-13 17:00:56,0.0,282.25,64.71,68.65
2016-01-13 18:00:56,0.0,317.58,85.98,89.87
2016-01-13 19:00:56,0.0,227.02,49.52,47.06
2016-01-13 20:00:56,0.0,223.65,68.69,79.7
2016-01-13 21:00:56,0.0,222.32,36.22,35.68
2016-01-13 22:00:56,0.0,278.35,58.14,61.62
2016-01-13 23:00:56,0.0,380.56,68.55,79.07
