Date,PM10 ( µg/m3 ),SO2 ( µg/m3 ),CO ( µg/m3 ),NO2 ( µg/m3 ),NOX ( µg/m3 )
2015-12-25 09:00:56,0.0,0.0,0.28,22.99,50.94
2015-12-25 10:00:56,0.0,0.0,0.22,25.69,66.09
2015-12-25 11:00:56,0.0,0.0,0.12,19.88,41.39
2015-12-25 12:00:56,0.0,0.0,0.14,23.38,41.82
2015-12-25 13:00:56,0.0,0.0,0.06,15.33,24.46
2015-12-25 14:00:56,0.0,0.0,0.17,18.9,32.21
2015-12-25 15:00:56,0.0,0.0,0.23,20.23,33.41
2015-12-25 16:00:56,0.0,0.0,0.63,53.67,75.44
2015-12-25 17:00:56,0.0,0.0,0.87,46.11,58.77
2015-12-25 18:00:56,0.0,0.0,0.9,28.84,32.6
2015-12-25 19:00:56,0.0,0.0,0.92,27.87,29.53
2015-12-25 20:00:56,0.0,0.0,0.35,18.91,21.9
2015-12-25 21:00:56,0.0,0.0,0.42,13.52,16.42
2015-12-25 22:00:56,0.0,0.0,0.46,8.48,12.12
2015-12-25 23:00:56,0.0,0.0,0.55,9.63,12.74
2015-12-26 00:00:56,0.0,0.0,0.64,6.32,9.36
2015-12-26 01:00:56,0.0,0.0,0.67,6.84,10.75
2015-12-26 02:00:56,0.0,0.0,0.26,8.87,12.59
2015-12-26 03:00:56,0.0,0.0,0.29,6.28,9.81
2015-12-26 04:00:56,0.0,0.0,0.32,7.15,10.61
2015-12-26 05:00:56,0.0,0.0,0.32,3.78,7.84
2015-12-26 06:00:56,0.0,0.0,0.3,3.67,5.62
2015-12-26 07:00:56,0.0,0.0,0.29,5.6,9.7
2015-12-26 08:00:56,0.0,0.0,0.19,8.91,13.11
2015-12-26 09:00:56,0.0,0.0,0.16,5.85,10.21
2015-12-26 10:00:56,0.0,0.0,0.28,12.8,17.21
2015-12-26 11:00:56,0.0,0.0,0.39,7.26,12.75
2015-12-26 12:00:56,0.0,0.0,0.49,22.28,33.43
2015-12-26 13:00:56,0.0,0.0,0.51,17.16,23.58
2015-12-26 14:00:56,0.0,0.0,0.19,6.42,12.65
2015-12-26 15:00:56,0.0,0.0,0.04,7.67,10.98
2015-12-26 16:00:56,0.0,0.0,0.0,8.42,12.03
2015-12-26 17:00:56,0.0,0.0,0.0,8.21,12.07
2015-12-26 18:00:56,0.0,0.0,0.0,8.75,11.78
2015-12-26 19:00:56,0.0,0.0,0.01,7.05,10.79
2015-12-26 20:00:56,0.0,0.0,0.19,4.22,7.39
2015-12-26 21:00:56,0.0,0.0,0.17,3.37,7.07
2015-12-26 22:00:56,0.0,0.0,0.12,4.12,8.2
2015-12-26 23:00:56,0.0,0.0,0.07,4.66,7.95
2015-12-27 00:00:56,0.0,0.0,0.03,5.7,9.1
2015-12-27 01:00:56,0.0,0.0,0.02,9.75,12.85
2015-12-27 02:00:56,0.0,0.0,0.18,12.22,15.87
2015-12-27 03:00:56,0.0,0.0,0.07,7.5,10.92
2015-12-27 04:00:56,0.0,0.0,0.01,10.42,13.94
2015-12-27 05:00:56,0.0,0.0,0.0,8.97,11.83
2015-12-27 06:00:56,0.0,0.0,0.0,4.25,7.77
2015-12-27 07:00:56,0.0,0.0,0.0,10.36,13.82
2015-12-27 08:00:56,0.0,0.0,0.13,11.52,14.57
2015-12-27 09:00:56,0.0,0.0,0.17,19.75,28.55
2015-12-27 10:00:56,0.0,0.0,0.42,43.45,92.59
2015-12-27 11:00:56,0.0,0.0,0.28,28.41,43.48
2015-12-27 12:00:56,0.0,0.0,0.16,25.74,38.99
2015-12-27 13:00:56,0.0,0.0,0.25,34.41,53.73
2015-12-27 14:00:56,0.0,0.0,0.44,39.22,59.04
2015-12-27 15:00:56,0.0,0.0,0.44,48.69,71.57
2015-12-27 16:00:56,0.0,0.0,0.63,66.14,135.79
2015-12-27 17:00:56,0.0,0.0,0.65,65.82,103.38
2015-12-27 18:00:56,0.0,0.0,0.53,59.62,78.84
2015-12-27 19:00:56,0.0,0.0,0.51,56.52,70.88
2015-12-27 20:00:56,0.0,0.0,0.35,31.29,33.68
2015-12-27 21:00:56,0.0,0.0,0.35,34.58,36.03
2015-12-27 22:00:56,0.0,0.0,0.31,22.33,24.68
2015-12-27 23:00:56,0.0,0.0,0.23,15.07,17.85
2015-12-28 00:00:56,0.0,0.0,0.13,9.35,12.63
2015-12-28 01:00:56,0.0,0.0,0.03,9.17,12.13
2015-12-28 02:00:56,0.0,0.0,0.09,13.61,17.12
2015-12-28 03:00:56,0.0,0.0,0.01,6.11,9.2
2015-12-28 04:00:56,0.0,0.0,0.0,6.16,9.49
2015-12-28 05:00:56,0.0,0.0,0.0,4.93,8.37
2015-12-28 06:00:56,0.0,0.0,0.0,5.66,9.38
